RMS ID,MSX Name,Source Type,Flux 8 (Jy),Flux 12 (Jy),Flux 14 (Jy),Flux 21 (Jy),J Mag.,H Mag.,K Mag.,VLSR (km/s),Distance (kpc),D type,FIR Lum.,Lum. Source,Freq. (GHz),Int. Flux,Random?
711,G291.5804-00.5373,Rejected ,1.677,9.023,15.04,43.85,,,,,NA,,NULL,MSX,,,
713,G291.5861-00.5086,Rejected ,4.907,30.859,40.18,88.28,,,,,NA,,NULL,MSX,,,
714,G291.5874-00.5051,Rejected ,9.262,35.422,81.15,169.54,,,,,NA,,NULL,MSX,,,
706,G291.5910-00.5984,Other ,1.204,3.594,5.25,9.74,,,,,NA,,NULL,MSX,,,
4101,G291.5920-00.4848,Rejected ,-0.061,6.436,11.84,34.4,,,,,NA,,NULL,MSX,,,
701,G291.5924-00.6488,Rejected ,0.693,1.008,1.14,4.59,,,,,NA,,NULL,MSX,,,
4783,G291.5946-00.2370,Diffuse HII region ,0.16,1.263,0.74,2.75,,,,,NA,,NULL,MSX,,,
709,G291.5950-00.5895,Rejected ,0.236,-0.601,1.53,6.33,,,,,NA,,NULL,MSX,,,
703,G291.5954-00.6414,Rejected ,0.287,0.827,1.3,3.97,,,,,NA,,NULL,MSX,,,
719,G291.5955-00.4963,Other ,14.947,67.918,112.19,221.23,,,,,NA,,NULL,MSX,,,
712,G291.5956-00.5598,Rejected ,6.42,24.803,43.04,107,,,,,NA,,NULL,MSX,,,
4102,G291.6026-00.4613,Rejected ,-0.039,3.975,6.83,27.06,,,,,NA,,NULL,MSX,,,
710,G291.6045-00.6027,Rejected ,0.455,1.211,1.59,5.23,,,,,NA,,NULL,MSX,,,
728,G291.6054-00.4668,Rejected ,0.981,11.691,25.21,30.35,,,,,NA,,NULL,MSX,,,
704,G291.6094-00.6652,Rejected ,0.318,0.914,1.12,3.41,,,,,NA,,NULL,MSX,,,
720,G291.6105-00.5300,HII region ,59.019,173.07,387.15,1435.9,,,,12.2,6.9,Kin,526270,MSX,,,
730,G291.6110-00.4766,Rejected ,4.981,24.628,45.39,75.26,,,,,NA,,NULL,MSX,,,
4100,G291.6163-00.6467,Rejected ,0.08,0.644,1.05,3.4,,,,,NA,,NULL,MSX,,,
715,G291.6172-00.5775,Rejected ,0.679,3.357,6.93,19.44,,,,,NA,,NULL,MSX,,,
731,G291.6179-00.4905,Rejected ,0.979,3.353,3.64,10.13,,,,,NA,,NULL,MSX,,,
708,G291.6181-00.6573,Rejected ,0.764,1.4,1.33,3.62,,,,,NA,,NULL,MSX,,,
734,G291.6212-00.4382,Other ,3.084,6.12,4.32,14.88,,,,,NA,,NULL,MSX,,,
736,G291.6250-00.4380,Rejected ,0.307,3.252,6.67,15.24,,,,,NA,,NULL,MSX,,,
727,G291.6272-00.5364,HII region ,52.044,156.03,339.71,1117.2,,,,12.9,7,Kin,1880005,MSX,,,
723,G291.6274-00.5615,Rejected ,6.495,13.519,17.57,59.06,,,,,NA,,NULL,MSX,,,
718,G291.6302-00.5916,Rejected ,1.359,2.083,1.74,3.32,,,,,NA,,NULL,MSX,,,
739,G291.6303-00.4334,Rejected ,1.988,5.092,6.34,20.3,,,,,NA,,NULL,MSX,,,
724,G291.6337-00.5749,Rejected ,1.05,4.593,9.38,26.24,,,,,NA,,NULL,MSX,,,
744,G291.6386-00.4086,Rejected ,0.096,2.618,1.4,4.9,,,,,NA,,NULL,MSX,,,
740,G291.6392-00.4533,Rejected ,0.252,3.745,8.92,21.55,,,,,NA,,NULL,MSX,,,
721,G291.6402-00.6049,Rejected ,0.529,2.785,5.43,13.83,,,,,NA,,NULL,MSX,,,
4103,G291.6418-00.4047,Rejected ,-0.055,0.544,1.37,5.13,,,,,NA,,NULL,MSX,,,
741,G291.6455-00.4646,Rejected ,3.129,11.674,18.28,45.24,,,,,NA,,NULL,MSX,,,
729,G291.6457-00.5681,Rejected ,2.309,3.999,2.34,9.67,,,,,NA,,NULL,MSX,,,
725,G291.6488-00.6104,Rejected ,1.264,2.998,1.84,6.32,,,,,NA,,NULL,MSX,,,
726,G291.6504-00.6007,Diffuse HII region?,0.433,2.425,3.73,12.05,,,,,NA,,NULL,MSX,,,
735,G291.6516-00.5149,Rejected ,3.575,16.853,30.63,74.06,,,,,NA,,NULL,MSX,,,
751,G291.6610-00.3923,Rejected ,0.553,2.147,2.67,9.52,,,,,NA,,NULL,MSX,,,
753,G291.6640-00.3855,Rejected ,0.637,1.048,1.3,4.38,,,,,NA,,NULL,MSX,,,
738,G291.6640-00.5297,Rejected ,1.769,6.149,10.46,13.21,,,,,NA,,NULL,MSX,,,
743,G291.6652-00.5002,Rejected ,2.598,13.697,26.56,57.37,,,,,NA,,NULL,MSX,,,
747,G291.6657-00.4413,Rejected ,0.709,3.079,6.21,15.7,,,,,NA,,NULL,MSX,,,
732,G291.6676-00.5868,Rejected ,1.454,2.478,2.76,8.03,,,,,NA,,NULL,MSX,,,
742,G291.6699-00.5244,Rejected ,1.625,4.716,6.52,7.55,,,,,NA,,NULL,MSX,,,
733,G291.6717-00.5791,Rejected ,0.703,1.952,1.85,3.92,,,,,NA,,NULL,MSX,,,
749,G291.6770-00.4522,Rejected ,1.163,4.163,6.78,18.67,,,,,NA,,NULL,MSX,,,
737,G291.6786-00.5708,Rejected ,0.924,2.302,2.7,6.03,,,,,NA,,NULL,MSX,,,
748,G291.6840-00.4798,Rejected ,0.113,1.537,2.27,7.1,,,,,NA,,NULL,MSX,,,
4784,G291.6864-00.4251,Rejected ,0.355,0.575,0.48,3.3,,,,,NA,,NULL,MSX,,,
750,G291.6934-00.4893,Rejected ,0.453,1.08,0.83,4.99,,,,,NA,,NULL,MSX,,,
754,G291.6960-00.4599,HII region?,1.359,4.949,8.42,24.14,,,,,NA,,NULL,MSX,,,
746,G291.6978-00.5397,Diffuse HII region ,2.173,6.14,6.65,19.55,,,,,NA,,NULL,MSX,,,
745,G291.7032-00.5636,Rejected ,0.498,1.745,2.52,8.23,,,,,NA,,NULL,MSX,,,
752,G291.7202-00.5391,Rejected ,0.442,0.774,1.68,5.42,,,,,NA,,NULL,MSX,,,
4782,G291.7262-01.4814,HII region ,0.187,-0.573,-0.45,3.96,15.3,14,13.4,30.2,8.5,,10917,MSX,,,
755,G291.8631-00.6825,HII region ,5.29,15.616,32.81,88.32,,,,30.7,8.6,Kin,122714,MIPS/IGA,4.8,<1.0,
4785,G292.3095-00.9294,Young/old star ,0.571,1.397,0.7,2.94,,,,69.3,12.2,Kin,11407,MSX,4.8,<0.6,
4104,G292.4400+04.1681,PN ,0.14,1.703,1.35,3.23,13.2,13.2,12.6,,NA,,NULL,MSX,,,
756,G292.5040-01.9776,OH/IR star ,1.728,3.216,3.85,3.96,17.8,16.5,13.1,,NA,,NULL,MSX,4.8,<0.5,
759,G292.7329-00.2482,PN?,1.511,3.596,5.08,9.52,15,13.5,12.5,1.7,0.3/6.19,,29.6/12599.1,MSX,4.8,8.8,
758,G292.8889-01.2023,PN ,0.683,2.504,4.1,25.97,12.7,11.9,11.1,,NA,,NULL,MSX,4.8,41.1,
760,G293.0247-01.0253,Rejected ,0.133,0.89,1.73,3.62,,,,,NA,,NULL,MSX,,,
761,G293.0352-00.7871,YSO ,0.329,0.89,1.45,4.49,17.1,14.6,12.4,-24.8,3.3,Kin,1935,MIPS/IGA,4.8,<1.3,
4786,G293.0881-00.9616,Rejected ,0.112,-0.661,0.76,3.21,,,,,NA,,NULL,MSX,,,
763,G293.1266-00.0739,PN ,0.605,1.935,3.13,6.59,14.2,13.5,12.3,,NA,,NULL,MSX,4.8,34.5,
771,G293.4510+00.0670,Evolved star ,0.116,0.795,1.56,5.33,10.7,10,9.7,,NA,,NULL,MSX,,,
768,G293.5607-00.6703,YSO ,1.899,3.154,4.03,11.58,14.9,12.2,9.5,-23.9,3.4,Kin,4011,MIPS/IGA,4.8,<0.7,
762,G293.6201-01.6117,Diffuse HII region ,1.006,1.87,1.6,4.89,,,,,NA,,NULL,MSX,,,
764,G293.6617-01.6389,Diffuse HII region ,1.843,4.34,5.38,13.82,,,,,NA,,NULL,MSX,,,
765,G293.6808-01.5891,Rejected ,0.416,0.917,2.33,5.37,,,,,NA,,NULL,MSX,,,
766,G293.6936-01.5488,Rejected ,0.167,1.648,0.96,3.53,,,,,NA,,NULL,MSX,,,
783,G293.7687+01.1806,Evolved star ,0.671,2.368,3.28,5.65,15.3,14.2,13.6,,NA,,NULL,MSX,4.8,<0.4,
773,G293.8282-00.7445,HII region ,2.737,5.81,7.47,41.07,16.9,14.2,12.9,32.9,9.2,Kin,184819,MIPS/IGA,4.8,98,
769,G293.8848-01.6371,Evolved star ,3.277,7.896,8.77,11.56,11.8,10.2,9.3,-18.8,3.4,Kin,4616,MSX,4.8,<0.7,
775,G293.8947-00.7825,YSO ,2.072,3.257,3.65,5.26,14.8,11.2,8.8,32.2,9.2,Kin,13627,MIPS/IGA,8.6,<1.9,
777,G293.9394-00.8731A,HII region ,0.707,0.813,0.83,2.96,,,,,NA,,NULL,MSX,,,
777,G293.9394-00.8731B,YSO ,0.707,0.813,0.83,2.96,,,,,NA,,NULL,MSX,,,
778,G293.9512-00.8941,HII region ,2.395,5.412,10.24,55.31,17.5,14.7,12.5,32.9,9.3,Kin,115748,MIPS/IGA,8.6,94.5,
774,G293.9570-01.0123,HII region?,0.169,-0.573,0.97,3.35,15.8,14.9,14.2,33.6,9.3,Kin,4296,MSX,8.6,<0.4,
776,G293.9633-00.9776,HII region ,2.245,5.125,6.57,30.13,16.5,14.4,11.8,33,9.3,Kin,29995,MIPS/IGA,4.8,24.8,
780,G293.9931-00.9309,HII region?,0.842,1.817,2.06,6.12,,,,,NA,,NULL,MSX,,,
767,G294.0317-02.5450,YSO?,1.137,1.871,2.82,3.03,17.9,16,14.1,-10.6,1.7,Kin,317,MSX,4.8,<1.1,
4105,G294.0858+00.7015,Other ,0.113,-0.573,1.43,13.9,10.9,10.6,10.3,,NA,,NULL,MSX,,,
770,G294.1394-02.3369,Other?,0.198,0.93,1.13,4.25,7.7,7.7,7.7,,NA,,NULL,MSX,,,
772,G294.2277-02.3281,Other ,1.79,2.64,2.34,3.47,10.4,9.1,8,,NA,,NULL,MSX,,,
779,G294.2815-01.9124,Other ,0.201,-0.694,1.14,4.19,9.9,9.9,9.9,,NA,,NULL,MSX,,,
784,G294.4561-00.5276,Diffuse HII region?,3.621,5.858,4.21,14.95,,,,,NA,,NULL,MSX,,,
782,G294.5117-01.6205,YSO ,0.841,1.34,2.55,13.92,17.8,15.2,13.3,-15.3,2.6,Kin,9793,MSX,4.8,<1.2,
781,G294.6168-02.3440,YSO ,3.207,4.721,4.17,8.23,14.2,11.8,9.9,-10.4,1.6,Kin,576,MIPS/IGA,4.8,<0.7,
788,G294.6498+00.2316,Evolved star ,0.253,0.835,2.64,16.16,9.3,8.9,8.7,-14.5,2.36/4.65,,3108.7/12068.8,MSX,,,
785,G294.9725-01.7290,HII region ,7.702,8.597,8.91,84.94,,,,,NA,,NULL,MSX,8.6,2.2,
789,G294.9845-00.5363,Diffuse HII region ,0.863,2.015,1.24,3.23,,,,,NA,,NULL,MSX,,,
786,G294.9895-01.7186,HII region?,0.247,-0.601,1.81,20.54,16.3,14.4,11.3,,NA,,NULL,MSX,,,
790,G295.1523-00.5890,HII region ,0.919,2.302,3.5,13.97,17.6,14.6,13.3,35,9.7,Kin,17159,MIPS/IGA,4.8,12,
4106,G295.1622-01.5825,Diffuse HII region ,-0.036,-0.573,0.87,2.79,,,,,NA,,NULL,MSX,,,
792,G295.1662-00.5802,HII region?,1.357,1.988,1.67,5.03,,,,36.3,9.8,Kin,14023,MIPS/IGA,8.6,<1.0,
793,G295.1750-00.5737,HII region ,2.93,5.171,3.22,11.74,,,,,NA,,NULL,MSX,,,
791,G295.2090-00.7434A,YSO ,1.026,1.475,2.36,8.47,16.6,14.7,13.4,35.5,9.8,Kin,5203,MSX,,,
791,G295.2090-00.7434B,HII region ,1.026,1.475,2.36,8.47,,,,35.5,9.8,Kin,6200,MSX,,,
787,G295.3390-02.4867,Evolved star ,1.515,6.812,11.88,20.72,14.6,13.5,12.9,,NA,,NULL,MSX,8.6,<0.6,
795,G295.3604-00.4955,Evolved star ,0.581,0.863,1.66,5,,,,,NA,,NULL,MSX,,,
799,G295.4550+00.0311,OH/IR star ,2.074,3.186,3.39,4.02,15.2,13.3,10.2,,NA,,NULL,MSX,4.8,<0.3,
798,G295.4661-00.1870,Evolved star ,0.743,2.539,4.65,9.66,,,,,NA,,NULL,MSX,,,
797,G295.4805-00.4454,Evolved star ,0.357,0.74,1,3.87,15.4,14.3,12.3,41.6,10.3,Kin,14319,MSX,,,
794,G295.5570-01.3787A,YSO ,2.658,5.775,5.01,16.08,14.4,12.6,11.1,37.2,10,Kin,2090,MIPS/IGA,4.8,<1.4,
794,G295.5570-01.3787B,HII region ,2.658,5.775,5.01,16.08,,,,37.2,10,Kin,25380,MIPS/IGA,4.8,40.6,
796,G295.8065-01.8214,OH/IR star ,123.6,169.35,243.51,278.38,17.4,15,9,,NA,,NULL,MSX,8.6,<0.6,
4787,G296.1254-03.9834,Evolved star ,0.3,1.091,1.04,3.89,11.2,10.7,10.4,,NA,,NULL,MSX,,,
4107,G296.1773+00.0179,HII/YSO ,-0.035,-0.602,0.86,2.89,10,9.6,9.3,,NA,,NULL,MSX,,,
802,G296.2654-00.3901,YSO?,1.759,2.797,3.63,4.37,13.4,10.9,8.9,12,8.1,Kin,4850,MIPS/IGA,8.6,<0.9,
800,G296.3910-03.0729,PN ,0.337,1.594,2.39,4.04,12.6,12.4,11.6,,NA,,NULL,MSX,,,
801,G296.4036-01.0185A,YSO ,1.183,2.007,2.29,6.63,15,14,11.8,27.6,9.4,Kin,6723,MIPS/IGA,4.8,<0.6,
801,G296.4036-01.0185B,HII region?,1.183,2.007,2.29,6.63,14.5,13.6,12.5,27.6,9.4,Kin,5403,MIPS/IGA,4.8,1.4,
4788,G296.7256-01.0382,YSO ,0.286,-0.573,0.86,3.42,16.6,15.1,13.2,22.4,9.1,Kin,1865,MIPS/IGA,4.8,<1.0,
805,G296.7935-00.4756,Evolved star ,12.649,18.609,25.85,28.61,,,,,NA,,NULL,MSX,,,
803,G296.8926-01.3050,HII/YSO ,0.76,1.077,0.95,4.01,15,13.9,12.9,20.9,9,Kin,6811,MIPS/IGA,4.8,1.2,
804,G297.0915-02.1687,Evolved star ,10.344,24.592,34.09,33.95,,,,,NA,,NULL,MSX,,,
806,G297.1390-01.3510,YSO?,0.736,0.688,1.13,4.26,14.9,13.7,11.6,18.9,8.9,Kin,11550,MSX,8.6,<0.6,
807,G297.2535-00.7557,HII/YSO ,2.53,4.244,3.53,12.75,16.4,14.4,12.8,,NA,,NULL,MSX,4.8,2.4,
808,G297.3931-00.6349,Diffuse HII region ,1.041,1.546,1.47,4.1,,,,,NA,,NULL,MSX,,,
809,G297.4048-00.6224,YSO?,0.458,1.319,1.81,6.03,17,16.3,12.7,25.7,9.5,Kin,17656,MSX,,,
810,G297.4585-00.7636A,HII region ,1.277,1.685,1.36,4.33,,,,28.6,9.7,Kin,5199,MIPS/IGA,4.8,3.4,
810,G297.4585-00.7636B,YSO?,1.277,1.685,1.36,4.33,16,13.1,11.1,28.6,9.7,Kin,3451,MIPS/IGA,8.6,<0.4,
811,G297.4701-00.7343,YSO ,0.685,1.307,1.52,5.83,13.1,12,11.4,28.4,9.7,Kin,9682,MIPS/IGA,8.6,<0.5,
812,G297.4709-00.7297,YSO ,0.543,1.087,1.33,5.18,,,,28.3,9.7,Kin,1941,MIPS/IGA,8.6,<0.5,
813,G297.5100-00.7746,Diffuse HII region ,1.952,4.454,5.04,15.8,,,,,NA,,NULL,MSX,,,
814,G297.5343-00.8264A,HII region ,3.056,4.657,5.38,23.3,,,,31.9,10,Kin,40319,MSX,,,
814,G297.5343-00.8264B,HII region ,3.056,4.657,5.38,23.3,,,,31.9,10,Kin,40319,MSX,,,
815,G297.6252-00.9043,HII region ,1.148,2.407,1.76,4.95,,,,28.2,9.7,Kin,5468,MSX,,,
4108,G297.6553-00.9766,Rejected ,0.116,-0.573,3.47,5.78,,,,,NA,,NULL,MSX,,,
816,G297.6605-00.9745,HII region ,2.167,3.586,2.84,19.05,,,,30.7,9.9,Kin,176459,MSX,8.6,20.3,
817,G298.1829-00.7860,HII region ,17.3,42.14,72.42,249.86,11.8,10.5,9.1,22.7,9.4,Kin,302785,MIPS/IGA,4.8,43.2,
819,G298.1964-00.2513,HII region ,0.552,3.328,6.26,14.16,,,,24.2,9.6,Kin,44605,MSX,,,
4109,G298.1964-00.3105,Rejected ,-0.039,0.638,1.95,3.19,,,,,NA,,NULL,MSX,,,
818,G298.2046-00.3597,Rejected ,1.368,2.342,1.89,5.27,,,,,NA,,NULL,MSX,,,
820,G298.2234-00.3393,HII region ,127.95,436.48,835.93,2949.8,,,,32.8,4.7,Spe,105645,MIPS/IGA,8.6,2,198
4110,G298.2395-00.2946,Rejected ,-0.03,1.381,2.67,5.25,,,,,NA,,NULL,MSX,,,
822,G298.2493-00.3536,Diffuse HII region ,0.61,1.736,1.15,3.17,,,,,NA,,NULL,MSX,8.6,<14.1,
824,G298.2620+00.7394,YSO ,0.527,1.201,3.35,25.43,17.2,14.9,11.1,-30.6,4,Kin,15320,MIPS/IGA,,,
823,G298.3323-00.2200,HII/YSO??,0.322,0.68,1.25,3.57,13.1,12.2,11.7,29.4,10,Kin,12331,MSX,,,
821,G298.4905-01.9576,Evolved star ,5.604,10.388,12.16,12.2,13,11.2,9.4,-28.6,4,Kin,6776,MSX,4.8,<0.5,
826,G298.6823+00.1320,PN?,2.815,4.626,6,10.39,14.8,13.2,11.2,-30.7,4,Kin,5828,MSX,8.6,12,
825,G298.6992-01.7067,Diffuse HII region?,0.451,-0.601,0.98,3.33,,,,-29.9,4,Kin,978,MIPS/IGA,4.8,<0.4,
835,G298.7136+00.3103,PN?,0.343,0.791,1.18,2.82,16.1,14.5,12.7,-30.8,4,Kin,1590,MSX,8.6,18.1,
827,G298.7880-00.4249,Rejected ,0.157,1.456,3.22,8.11,,,,,NA,,NULL,MSX,,,
4111,G298.7893-00.4019,Rejected ,0.096,0.866,1.55,3.95,,,,,NA,,NULL,MSX,,,
829,G298.7907-00.4188,Rejected ,0.099,0.756,2.09,4.51,,,,,NA,,NULL,MSX,,,
4112,G298.7908-00.4085,Rejected ,0.086,-0.694,1.16,3.39,,,,,NA,,NULL,MSX,,,
828,G298.7914-00.4349,Rejected ,0.094,-0.538,1.08,5.56,,,,,NA,,NULL,MSX,,,
830,G298.8067-00.4122,Rejected ,0.318,1.927,2.67,7.25,,,,,NA,,NULL,MSX,,,
831,G298.8068-00.3891,Rejected ,0.146,0.592,0.73,3.13,,,,,NA,,NULL,MSX,,,
833,G298.8102-00.4060,Rejected ,0.259,1.567,1.96,4.76,,,,,NA,,NULL,MSX,,,
832,G298.8117-00.4206,Rejected ,0.777,2.186,1.74,2.91,,,,,NA,,NULL,MSX,,,
834,G298.8125-00.3996,Rejected ,0.224,1.105,2.57,5.94,,,,,NA,,NULL,MSX,,,
846,G298.8332+00.1279,HII region ,1.623,3.164,3.68,17.45,,,,21.4,9.5,Kin,24176,MIPS/IGA,8.6,39.4,
836,G298.8418-00.3390A,YSO ,3.788,10.409,17.38,30.25,16.5,13.5,10.8,-36.4,4,Kin,2571,MSX,,,
836,G298.8418-00.3390B,Diffuse HII region ,3.788,10.409,17.38,30.25,,,,-36.4,4,Kin,14567,MSX,,,
848,G298.8449+00.1221,Diffuse HII region ,2.131,4.009,3.25,8.89,,,,20.8,9.4,Kin,26855,MIPS/IGA,4.8,<0.4,
837,G298.8591-00.4372,HII region ,18.449,53.526,98.03,337.38,12.8,11.1,11.9,28.5,10.1,Kin,201401,MIPS/IGA,4.8,158.6,
838,G298.8700-00.4335,Rejected ,1.418,8.235,15.59,28.56,,,,,NA,,NULL,MSX,,,
839,G298.8720-00.4287,Rejected ,1.565,8.902,17.15,38.56,,,,,NA,,NULL,MSX,,,
840,G298.8819-00.4048,Rejected ,0.525,1.259,1.22,4.44,,,,,NA,,NULL,MSX,,,
841,G298.8880-00.4477,Rejected ,0.363,1.611,4.1,6.49,,,,,NA,,NULL,MSX,,,
842,G298.8887-00.4362,Diffuse HII region ,1.516,3.014,2.28,5.46,,,,,NA,,NULL,MSX,,,
4113,G298.8930-00.4102,Rejected ,0.212,1.172,2.17,7.1,,,,,NA,,NULL,MSX,,,
843,G298.8935-00.4678,Rejected ,0.228,0.977,1.5,2.92,,,,,NA,,NULL,MSX,,,
845,G298.8973-00.4284,Rejected ,0.094,1.613,3.66,10.42,,,,,NA,,NULL,MSX,,,
844,G298.9008-00.4930,Rejected ,0.183,0.874,0.81,3.68,,,,,NA,,NULL,MSX,,,
849,G299.0142+00.1277A,HII region?,1.614,2.856,3.88,10.79,,,,22,9.6,Kin,21693,MSX,,,
849,G299.0142+00.1277B,YSO ,1.614,2.856,3.88,10.79,9.7,7.9,6.8,22,9.6,Kin,1174,MSX,,,
849,G299.0142+00.1277C,HII region ,1.614,2.856,3.88,10.79,,,,22,9.6,Kin,6826,MSX,,,
850,G299.0517+00.1735,HII region ,0.333,1.379,1.9,4.23,,,,24.6,9.8,Kin,13974,MSX,,,
847,G299.1803-02.3665,Evolved star ,4.193,6.2,6.41,8.52,14.8,11.9,9.5,,NA,,NULL,MSX,4.8,<0.5,
852,G299.3528-00.2698,Diffuse HII region ,0.624,1.903,1.58,5.66,,,,,NA,,NULL,MSX,,,
851,G299.4688-02.3533,OH/IR star ,2.084,6.522,10.36,19.05,12.8,11,9.8,,NA,,NULL,MSX,4.8,<0.6,
855,G299.5265+00.1478,YSO?,1.657,1.874,2.89,3.24,17.5,13.6,10.2,-4.5,7.5,Kin,7461,MIPS/IGA,8.6,<0.4,
854,G299.5354-00.0213,Evolved star ,0.421,1.609,3.41,9.09,15.1,13.5,12.3,,NA,,NULL,MSX,4.8,<0.6,
853,G299.5620-00.3837,OH/IR star ,4.37,5.455,5.48,11.36,14.2,10.5,8,-40.1,4.1,Kin,6725,MSX,4.8,<0.6,
856,G300.1302-00.0830,Rejected ,0.23,0.476,0.75,2.8,,,,,NA,,NULL,MSX,,,
857,G300.1615-00.0877,YSO?,1.867,2.925,3.92,6.03,15.7,12.1,9.3,-39.4,4.2,Kin,5618,MIPS/IGA,4.8,<1.1,
859,G300.2787+00.6627,Evolved star ,0.256,1.814,1.07,9.79,13,12.6,11.4,,NA,,NULL,MSX,,,
858,G300.3412-00.2190,YSO ,4.829,7.371,6.47,12.21,13.3,10.7,8.7,-38.5,4.2,Kin,5970,MIPS/IGA,4.8,<1.4,
860,G300.3770-00.2857A,YSO ,0.727,1.026,0.77,2.86,15.6,13.5,11.9,31.9,10.7,Kin,1986,MSX,,,
860,G300.3770-00.2857B,HII region ,0.727,1.026,0.77,2.86,,,,31.9,10.7,Kin,1696,MSX,,,
860,G300.3770-00.2857C,HII region ,0.727,1.026,0.77,2.86,,,,31.9,10.7,Kin,3386,MSX,,,
862,G300.5035-00.1804,HII region ,0.898,1.833,1.43,9.01,,,,8.9,8.9,Kin,113604,MSX,,,
863,G300.5047-00.1745A,YSO ,2.031,4.458,6.58,34.05,16.6,14.2,13,8.9,8.9,Kin,40816,MIPS/IGA,,,
863,G300.5047-00.1745B,HII region ,2.031,4.458,6.58,34.05,,,,8.9,8.9,Kin,48170,MIPS/IGA,,,
861,G300.5320-01.7926,Evolved star ,1.859,2.55,2.64,5.01,12.5,10.8,9.2,-0.9,0.4,Kin,32,MSX,4.8,<1.3,
864,G300.5888-01.1084,PN ,0.473,-0.512,2.26,4.45,13.6,12.9,12,,NA,,NULL,MSX,,,
868,G300.7027+03.0398,Evolved star ,1.308,2.002,2.34,3.9,16.1,13.8,11.9,,NA,,NULL,MSX,8.6,<0.4,
865,G300.7105-02.0865,PN ,0.99,2.298,6.54,18.79,12.2,11.9,10.8,,NA,,NULL,MSX,,,
866,G300.7221+01.2007,YSO ,1.101,2.126,2.84,8.52,16.3,14.4,13.3,-44,4.3,Kin,1554,MIPS/IGA,4.8,<0.6,
867,G300.8951-00.7616,Evolved star ,2.359,4.123,5.89,8.33,10.8,9.2,7.7,,NA,,NULL,MSX,,,
870,G300.9647+01.1606,Diffuse HII region ,5.613,17.476,22.1,58.74,,,,,NA,,NULL,MSX,,,
871,G300.9674+01.1499,HII region ,5.442,13.09,16.6,70.22,,,,-43,4.3,Kin,45263,MSX,4.8,101.5,
872,G300.9785+01.1459,Diffuse HII region ,7.035,15.551,15.93,56.18,,,,-43.7,4.3,Kin,9053,MSX,4.8,<1.7,
4114,G300.9856+01.1143,Rejected ,-0.038,0.85,2.22,7.02,,,,-41.9,4.3,Kin,4525,MSX,,,
873,G301.0130+01.1153,YSO ,0.448,0.693,0.87,8.98,16.6,15.8,14.2,-42,4.3,Kin,2398,MSX,8.6,<2.3,
869,G301.1067-01.4919,PN ,1.786,6.491,11.9,21.78,15,14.2,12.7,,NA,,NULL,MSX,8.6,4.4,
4115,G301.1081-00.1732,HII region ,0.078,-0.549,0.74,3.24,9.6,9.2,9,,NA,,NULL,MSX,,,
875,G301.1175+00.9627,Diffuse HII region ,8.486,25.812,32.56,74.88,,,,-40.1,4.3,Kin,94875,MIPS/IGA,8.6,<1.4,
874,G301.1364-00.2249,HII region ,1.41,5.304,17.92,120.23,,,,-39.6,4.3,Kin,376446,MSX,4.8,83.8,
876,G301.1726+01.0034,YSO ,4.924,8.632,11.62,22.23,12.7,10.2,7.9,-40.6,4.3,Kin,20545,MSX,4.8,<3.3,
877,G301.5309-00.8231,OH/IR star ,4.655,8.171,12.91,15.21,14.7,13.6,12.1,-5.1,0.76/8.02,,303.4/33790.7,MSX,4.8,<1.5,
878,G301.7319+01.1030,HII region ,6.151,8.524,12.02,84.74,16.9,15,12.2,-39.1,4.4,Kin,40617,MIPS/IGA,4.8,43.2,
879,G301.8147+00.7808A,YSO ,31.106,49.103,52.81,106.84,12,9.3,6.8,-37.1,4.4,Kin,21580,MIPS/IGA,4.8,<0.3,
879,G301.8147+00.7808B,HII region ,31.106,49.103,52.81,106.84,12,12.5,10.5,-37.1,4.4,Kin,14217,MIPS/IGA,4.8,42.1,
880,G302.0213+00.2542,HII region?,5.915,15.86,25.02,74.98,16.7,13.9,11.7,-37.1,4.5,Kin,15532,MIPS/IGA,4.8,59.5,
881,G302.0319-00.0613,HII region ,6.234,11.226,15.65,107.87,,,,-35.4,4.5,Kin,97231,MIPS/IGA,8.6,634,
882,G302.1515-00.9488,HII region ,3.604,5.888,5.3,25.58,,,,31.4,11.1,Kin,39464,MIPS/IGA,8.6,41.6,
883,G302.4546-00.7401,YSO ,1.496,2.629,3.49,8.36,14.6,13.5,11.5,35.3,11.5,Kin,16251,MIPS/IGA,8.6,<1.9,
884,G302.4867-00.0308,HII region ,4.418,6.023,6.18,31.6,,,,-37.1,4.5,Kin,9845,MIPS/IGA,8.6,24.4,
885,G302.5005-00.7701,HII region ,0.838,1.488,0.81,3.82,17.3,15.9,14.7,30,11,Kin,23967,MIPS/IGA,4.8,<0.6,
886,G302.6604-00.7908,YSO?,1.054,1.689,1.83,3.86,14.7,12.6,10,26.4,10.8,Kin,10715,MIPS/IGA,4.8,<1.0,
887,G302.8071+01.2854,Young/old star ,0.34,1.13,1.77,7.11,9.4,9.2,9.1,,NA,,NULL,MSX,,,
888,G303.1179-00.9710,HII region ,5.883,14.849,26.29,92.82,13.1,11.6,10.2,26,10.9,Kin,63026,MIPS/IGA,4.8,411.8,
889,G303.2384-01.8758,Evolved star ,1.678,2.591,2.47,3.68,9.8,8.5,7.9,,NA,,NULL,MSX,,,
