#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-02-13T19:12:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c6464a76380	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:V/114&tab:{V/114/msx6_gp}&key:source=V/114/msx6_gp&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/114/msx6_gp
#-order=I
#-out=MSX6C
#-out=RAJ2000
#-out=DEJ2000
#-out=B1
#-out=q_B1
#-out=e_B1
#-out=A
#-out=q_A
#q_A=>= 2
#-out=e_A
#-out=C
#-out=q_C
#-out=e_C
#-out=D
#-out=q_D
#q_D=>= 2
#-out=e_D
#-out=E
#-out=q_E
#q_E=>= 2
#-out=e_E
#Old=Old
#

#RESOURCE=yCat_5114
#Name: V/114
#Title: MSX6C Infrared Point Source Catalog (Egan+ 2003)
#Table	V_114_msx6_gp:
#Name: V/114/msx6_gp
#Title: The complete MSX6C catalogue in the Galactic Plane (|b|<=6{deg})
#Column	MSX6C	(a17)	Name (based on galactic position)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	B1	(E10.3)	Flux density in B1 (4.29um) band (1)	[ucd=phot.mag;em.IR.4-8um]
#Column	q_B1	(I1)	[0,4] Band B1 quality (2)	[ucd=meta.code.qual]
#Column	e_B1	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	A	(E10.3)	Flux density in A (8.28um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_A	(I1)	[0,4] Band A quality (2)	[ucd=meta.code.qual]
#Column	e_A	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	C	(E10.3)	Flux density in C (12.13um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_C	(I1)	[0,4] Band C quality (2)	[ucd=meta.code.qual]
#Column	e_C	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	D	(E10.3)	Flux density in D (14.65um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_D	(I1)	[0,4] Band D quality (2)	[ucd=meta.code.qual]
#Column	e_D	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	E	(E10.3)	Flux density in E (21.34um) band (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	q_E	(I1)	[0,4] Band E quality (2)	[ucd=meta.code.qual]
#Column	e_E	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
MSX6C;RAJ2000;DEJ2000;B1;q_B1;e_B1;A;q_A;e_A;C;q_C;e_C;D;q_D;e_D;E;q_E;e_E
G049.2665-00.3367;290.7780;+14.3369;-9.316e+00;0;     ; 1.239e+00;4;  4.1;-4.909e-01;0;     ; 1.051e+00;2;  7.2; 5.474e+00;4;  6.2
G334.3272-00.2884;246.4116;-49.6385;-9.316e+00;0;     ; 1.296e+00;4;  4.1; 1.340e+00;2;  6.6; 1.394e+00;3;  6.8; 3.378e+00;3;  6.4
G314.2014+00.2864;216.2576;-60.5212;-9.985e+00;0;     ; 2.160e-01;4;  4.3; 2.505e+00;4;  5.0; 4.551e+00;4;  6.1; 1.099e+01;4;  6.0
G025.1191+00.0729;279.2143;-06.9153;-4.565e+00;0;     ; 1.341e+00;4;  4.1; 1.914e+00;4;  5.0; 1.634e+00;4;  6.1; 9.301e-01;3;  6.4
G007.3766+00.2166;270.3558;-22.4699;-5.337e+00;0;     ; 1.612e+00;4;  4.1; 2.524e+00;4;  5.0; 2.275e+00;4;  6.1; 2.767e+00;4;  6.1
G029.2436+00.2551;280.9486;-03.1655;-1.021e+01;0;     ; 1.239e+00;4;  4.1; 1.675e+00;3;  6.1; 9.730e-01;2;  7.4; 2.411e+00;2;  6.8
G019.1138-00.3512;276.7786;-12.4364;-9.316e+00;0;     ; 1.470e+00;4;  4.1; 2.147e+00;4;  5.6; 1.786e+00;4;  6.5; 2.281e+00;2;  6.8
G000.5671-00.0927;266.8315;-28.4998;-4.393e+00;0;     ; 1.372e+00;4;  4.1; 1.781e+00;4;  5.0; 1.683e+00;4;  6.1; 2.189e+00;4;  6.1
G076.0902+00.1412;305.8640;+37.5815;-1.118e+01;0;     ; 1.253e+00;4;  4.2; 1.589e+00;3;  6.4; 1.291e+00;3;  7.0; 3.757e+00;3;  6.4
G359.9996-00.4340;266.8292;-29.1619; 9.968e+00;1; 52.7; 1.324e+00;4;  4.1; 2.269e+00;4;  5.0; 2.924e+00;4;  6.1; 3.668e+00;4;  6.0
G043.0393-00.4476;287.9084;+08.7789;-9.316e+00;0;     ; 1.258e+00;4;  4.1; 1.575e+00;3;  6.1; 1.023e+00;3;  7.1; 2.095e+00;2;  6.9
G011.1723-00.0656;272.6051;-19.2962;-1.021e+01;0;     ; 1.158e+00;4;  4.2; 2.206e+00;4;  5.6; 1.858e+00;4;  6.5; 4.255e+00;4;  6.3
G020.5436-00.3648;277.4695;-11.1766;-4.098e+00;0;     ; 1.497e+00;4;  4.1; 1.577e+00;4;  5.1; 1.216e+00;3;  6.9; 5.664e-01;2;  7.1
G000.0580+00.0133;266.4266;-28.8796;-3.240e+00;0;     ; 2.875e+00;4;  4.1; 1.196e+01;4;  5.0; 1.900e+01;4;  6.1; 2.427e+01;4;  6.0
G334.7202+00.1762;246.3227;-49.0327;-9.985e+00;0;     ; 7.472e-01;4;  4.2; 4.607e+00;4;  5.1; 8.495e+00;4;  6.1; 2.199e+01;4;  6.0
G039.6722-00.4575;286.3531;+05.7860;-8.625e+00;0;     ; 1.155e+00;4;  4.1; 1.551e+00;3;  6.1; 9.981e-01;3;  7.1; 4.139e+00;4;  6.3
G300.2765+00.0114;187.0541;-62.7406;-9.244e+00;0;     ; 1.469e+00;4;  4.1; 1.238e+00;4;  5.3; 9.288e-01;4;  6.3; 6.624e-01;2;  7.1
G048.6364+00.2302;289.9561;+14.0477;-1.021e+01;0;     ; 1.403e+00;4;  4.1; 1.568e+00;3;  6.2; 1.404e+00;3;  6.7; 3.412e+00;3;  6.4
G000.1661-00.4457;266.9392;-29.0255;-3.023e+00;0;     ; 1.111e+00;4;  4.1; 9.040e-01;4;  5.2; 1.125e+00;4;  6.1; 5.222e+00;4;  6.0
G012.6814+00.0072;273.3037;-17.9381;-9.450e+00;0;     ; 1.335e+00;4;  4.1; 2.240e+00;4;  5.5; 2.247e+00;4;  6.3; 4.656e+00;4;  6.2
G327.0506-00.2124;237.5633;-54.4864;-9.244e+00;0;     ; 1.125e+00;4;  4.1; 1.946e+00;4;  5.6; 2.813e+00;4;  6.2; 1.062e+01;4;  6.0
G359.6831-00.1047;266.3184;-29.2611;-6.783e+00;0;     ; 1.787e+00;4;  4.1; 2.407e+00;4;  5.0; 1.929e+00;4;  6.1; 3.511e+00;4;  6.0
G328.9842-00.4361;240.3290;-53.4183;-8.625e+00;0;     ; 1.085e+00;4;  4.2; 2.306e+00;4;  5.5; 3.813e+00;4;  6.1; 5.302e+00;4;  6.2
G032.4232+00.0782;282.5580;-00.4170; 1.291e+01;1; 58.6; 1.186e+00;4;  4.2; 1.036e+00;2;  7.9; 8.466e-01;2;  8.1; 2.289e+00;2;  7.0
G358.2677-00.0232;265.3816;-30.4229;-8.647e+00;0;     ; 1.743e+00;4;  4.1; 2.443e+00;4;  5.4; 2.844e+00;4;  6.2; 2.885e+00;3;  6.4
G005.1703-00.4675;269.8081;-24.7246; 1.468e+01;1; 52.1; 8.890e-01;4;  4.2; 1.335e+00;3;  6.4; 1.572e+00;4;  6.5; 2.037e+00;2;  6.9
G000.0344-00.1132;266.5361;-28.9657;-3.240e+00;0;     ; 1.350e-01;4;  4.3; 3.390e+00;4;  5.0; 8.504e+00;4;  6.1; 2.087e+01;4;  6.0
G016.7116-00.2969;275.5741;-14.5344;-9.316e+00;0;     ; 1.169e+00;4;  4.2; 4.923e+00;4;  5.1; 8.071e+00;4;  6.1; 1.140e+01;4;  6.0
G019.6326-00.1306;276.8259;-11.8746;-1.021e+01;0;     ; 1.365e+00;4;  4.1; 1.725e+00;3;  6.1; 1.700e+00;4;  6.5; 2.176e+00;2;  6.9
G027.5610-00.1471;280.5361;-04.8459;-9.450e+00;0;     ; 1.195e+00;4;  4.2; 1.805e+00;3;  6.0; 1.650e+00;4;  6.6; 2.056e+00;2;  7.0
G331.3968-00.1839;242.9960;-51.6151;-9.244e+00;0;     ; 1.173e+00;4;  4.1; 1.470e+00;3;  6.2; 1.042e+00;3;  7.1; 2.559e+00;3;  6.6
G359.9720-00.1927;266.5767;-29.0603;-3.211e+00;0;     ; 1.141e+00;4;  4.1; 1.731e+00;4;  5.0; 1.488e+00;4;  6.1; 1.514e+00;4;  6.1
G313.2365-00.3217;214.8199;-61.4236;-9.316e+00;0;     ; 1.468e+00;4;  4.1; 1.788e+00;3;  6.0; 1.713e+00;4;  6.1; 1.998e+00;4;  6.2
G000.3110-00.1479;266.7340;-28.7474;-3.240e+00;0;     ; 1.647e+00;4;  4.1; 1.834e+00;4;  5.0; 8.742e-01;4;  6.1; 1.019e+00;4;  6.2
G027.1852-00.0812;280.3048;-05.1499;-1.021e+01;0;     ; 1.345e+00;4;  4.1; 3.058e+00;4;  5.3; 5.225e+00;4;  6.1; 1.677e+01;4;  6.0
G039.5328-00.1969;286.0561;+05.7817;-9.450e+00;0;     ; 1.241e+00;4;  4.1; 1.806e+00;4;  5.8; 2.065e+00;4;  6.4; 3.669e+00;4;  6.3
G305.2494-00.0181;197.9347;-62.7986;-9.244e+00;0;     ; 1.974e+00;4;  4.1; 4.276e+00;4;  5.1; 4.147e+00;4;  6.1; 1.420e+01;4;  6.0
G335.2223-00.3457;247.4274;-49.0333;-9.316e+00;0;     ; 1.349e+00;4;  4.1; 1.808e+00;3;  6.0; 1.040e+00;2;  7.2; 3.207e+00;3;  6.4
G016.6839+00.0228;275.2691;-14.4084;-9.450e+00;0;     ; 1.140e+00;4;  4.1; 2.596e+00;4;  5.4; 2.571e+00;4;  6.3; 2.481e+00;3;  6.6
G004.0287+00.2665;268.4745;-25.3427;-9.244e+00;0;     ; 1.564e+00;4;  4.1; 2.212e+00;4;  5.6; 2.704e+00;4;  6.3; 2.473e+00;3;  6.6
G327.3556-00.1011;237.8508;-54.2084;-9.985e+00;0;     ; 1.211e+00;4;  4.2; 1.660e+00;3;  6.1; 1.216e+00;3;  6.9; 3.343e+00;3;  6.4
G349.7838+00.1128;259.6004;-37.4271;-9.985e+00;0;     ; 1.074e+00;4;  4.2; 1.719e+00;3;  6.2; 1.350e+00;3;  6.9; 2.397e+00;2;  6.9
G004.5366-00.0471;269.0572;-25.0627;-9.244e+00;0;     ; 1.366e+00;4;  4.1; 2.519e+00;4;  5.4; 2.886e+00;4;  6.2; 2.249e+00;2;  6.7
G349.5338+00.2441;259.2835;-37.5555;-9.985e+00;0;     ; 1.464e+00;4;  4.1; 2.047e+00;4;  5.7; 2.873e+00;4;  6.3; 3.156e+00;3;  6.4
G359.9016+00.0613;266.2866;-28.9881;-3.240e+00;0;     ; 1.409e+00;4;  4.1; 2.105e+00;4;  5.0; 2.684e+00;4;  6.1; 1.900e+00;4;  6.1
G017.5881+00.0917;275.6446;-13.5780;-1.118e+01;0;     ; 1.138e+00;4;  4.2; 1.527e+00;2;  6.6; 1.065e+00;2;  7.4; 2.652e+00;2;  6.8
G000.2976-00.3576;266.9307;-28.8675;-2.017e+00;0;     ; 1.092e+00;4;  4.1; 1.682e+00;4;  5.0; 1.618e+00;4;  6.1; 1.177e+00;4;  6.2
G338.9570-00.0299;250.8032;-46.0565;-9.985e+00;0;     ; 1.247e+00;4;  4.1; 1.314e+00;3;  6.5; 8.680e-01;2;  7.5; 1.881e+00;2;  7.1
G345.6985-00.0894;256.7110;-40.8495;-9.985e+00;0;     ; 6.459e-01;4;  4.3; 2.963e+00;4;  5.3; 6.859e+00;4;  6.1; 2.000e+01;4;  6.0
G312.5267-00.2624;213.3712;-61.5963;-9.244e+00;0;     ; 1.268e+00;4;  4.1; 1.646e+00;3;  6.0; 1.079e+00;3;  7.0; 2.196e+00;2;  6.8
G359.2362-00.0356;265.9824;-29.6060;-8.647e+00;0;     ; 1.259e+00;4;  4.1; 3.184e+00;4;  5.3; 5.355e+00;4;  6.1; 1.748e+01;4;  6.0
G353.3223+00.0803;262.1043;-34.5256;-1.094e+01;0;     ; 8.808e-01;4;  4.2; 1.225e+00;2;  7.3; 1.298e+00;3;  7.0; 2.698e+00;2;  6.7
G359.3567-00.0376;266.0569;-29.5044;-8.647e+00;0;     ; 1.598e+00;4;  4.1; 1.824e+00;3;  5.8; 2.100e+00;4;  6.4; 5.898e+00;4;  6.1
G327.3284-00.2284;237.9520;-54.3244;-9.244e+00;0;     ; 1.002e+00;4;  4.2; 2.053e+00;4;  5.6; 2.382e+00;4;  6.3; 1.798e+00;2;  7.1
G002.7570-00.0930;268.1004;-26.6208;-9.244e+00;0;     ; 2.364e+00;4;  4.1; 3.408e+00;4;  5.2; 3.813e+00;4;  6.1; 3.541e+00;4;  6.3
G007.0230+00.1084;270.2678;-22.8307;-9.985e+00;0;     ; 1.132e+00;4;  4.1; 1.319e+00;4;  5.1; 1.038e+00;4;  6.2; 6.489e-01;2;  6.9
G000.4262-00.1050;266.7603;-28.6266;-4.324e+00;0;     ; 1.330e+00;4;  4.1; 1.882e+00;4;  5.0; 2.145e+00;4;  6.1; 9.718e-01;3;  6.4
G319.3536+00.0166;225.7210;-58.6000;-1.094e+01;0;     ; 3.337e-01;4;  4.6; 1.674e+00;3;  6.0; 2.338e+00;4;  6.3; 6.084e+00;4;  6.1
G359.7900-00.0808;266.3588;-29.1574; 1.163e+01;1; 27.6; 1.476e+00;4;  4.1; 1.786e+00;4;  5.0; 2.016e+00;4;  6.1; 1.769e+00;4;  6.1
G323.8942+00.1163;232.7765;-56.1150;-1.094e+01;0;     ; 1.218e+00;4;  4.2; 1.933e+00;3;  6.0; 1.169e+00;3;  7.2; 2.138e+00;2;  7.1
G014.3909-00.0216;274.1844;-16.4496;-1.021e+01;0;     ; 9.072e-01;4;  4.2; 1.486e+00;3;  6.1; 1.409e+00;3;  6.7; 3.040e+00;3;  6.4
G314.9155-00.0487;217.8586;-60.5728;-9.985e+00;0;     ; 2.039e+00;4;  4.1; 2.903e+00;4;  5.0; 3.626e+00;4;  6.1; 4.255e+00;4;  6.0
G000.6414-00.0738;266.8568;-28.4264;-9.244e+00;0;     ; 7.477e-01;4;  4.2; 4.015e+00;4;  5.2; 8.172e+00;4;  6.1; 1.872e+01;4;  6.0
G359.1863+00.1880;265.7334;-29.5310; 1.302e+01;1; 57.2; 1.548e+00;4;  4.1; 2.854e+00;4;  5.3; 2.203e+00;4;  6.3; 1.919e+00;2;  7.0
G006.7553-00.2930;270.5031;-23.2620;-9.316e+00;0;     ; 1.130e+00;4;  4.1; 1.635e+00;4;  5.1; 1.336e+00;4;  6.1; 1.346e+00;4;  6.3
G031.4269-00.1391;282.2971;-01.4028;-1.021e+01;0;     ; 1.118e+00;4;  4.2; 1.418e+00;3;  6.5; 8.569e-01;2;  7.8; 2.179e+00;2;  6.9
G013.2188-00.1405;273.7099;-17.5369;-1.250e+01;0;     ; 1.363e+00;4;  4.1; 1.221e+00;2;  6.9; 7.396e-01;2;  8.2; 2.359e+00;2;  6.8
G033.5681-00.3840;283.4915;+00.3911;-9.316e+00;0;     ; 1.048e+00;4;  4.2; 5.066e+00;4;  5.1; 9.989e+00;4;  6.1; 1.738e+01;4;  6.0
G334.8431+00.0650;246.5750;-49.0223;-1.094e+01;0;     ; 1.375e+00;4;  4.1; 2.257e+00;4;  5.7; 2.358e+00;4;  6.4; 2.439e+00;2;  6.9
G018.7448+00.2515;276.0562;-12.4813;-1.021e+01;0;     ; 1.192e+00;4;  4.2; 1.471e+00;3;  6.4; 1.518e+00;4;  6.7; 7.727e+00;4;  6.1
G331.1465+00.1343;242.3523;-51.5519;-1.094e+01;0;     ; 1.167e+00;4;  4.2; 2.274e+00;4;  5.7; 1.927e+00;4;  6.5; 4.490e+00;4;  6.3
G340.1823-00.0454;251.9602;-45.1366;-9.985e+00;0;     ; 1.180e+00;4;  4.2; 1.045e+00;2;  7.5; 7.578e-01;2;  8.1; 2.428e+00;2;  6.7
G002.3103+00.0520;267.7052;-26.9309;-9.244e+00;0;     ; 1.431e+00;4;  4.1; 2.426e+00;4;  5.5; 1.952e+00;4;  6.5; 2.328e+00;2;  6.8
G340.3311-00.1753;252.2369;-45.1064;-9.244e+00;0;     ; 1.364e+00;4;  4.1; 1.902e+00;4;  5.7; 9.936e-01;3;  7.1; 3.539e+00;3;  6.4
G056.1255-00.0182;293.9315;+20.5098; 1.451e+01;1; 52.3; 1.106e+00;4;  4.1; 1.359e+00;3;  6.4; 1.024e+00;3;  7.1; 2.393e+00;2;  6.6
G049.5757-00.3519;290.9427;+14.6022;-9.316e+00;0;     ; 1.811e+00;4;  4.1; 2.532e+00;4;  5.5; 3.032e+00;4;  6.3; 1.328e+01;4;  6.0
G000.1695+00.1529;266.3569;-28.7118;-3.298e+00;0;     ; 9.623e-01;4;  4.1; 3.385e+00;4;  5.0; 5.463e+00;4;  6.1; 2.061e+01;4;  6.0
G320.7919+00.2678;227.8493;-57.6674;-9.985e+00;0;     ; 1.217e+00;4;  4.2; 1.870e+00;3;  5.9; 1.657e+00;4;  6.6; 3.372e+00;3;  6.4
G281.5956-00.1363;152.1332;-56.1062;-9.985e+00;0;     ; 1.105e+00;4;  4.2; 1.863e+00;4;  5.9; 1.269e+00;3;  6.9; 4.396e+00;4;  6.3
G359.7386-00.0244;266.2731;-29.1720;-3.211e+00;0;     ; 1.818e+00;4;  4.1; 3.582e+00;4;  5.0; 5.896e+00;4;  6.1; 1.934e+01;4;  6.0
G307.4637+00.2501;202.6383;-62.2770;-9.985e+00;0;     ; 1.140e+00;4;  4.2; 9.527e-01;2;  7.9; 8.454e-01;2;  7.8; 4.294e+00;4;  6.3
G035.6695-00.0467;284.1503;+02.4150;-8.840e+00;0;     ; 1.001e+00;4;  4.2; 2.096e+00;4;  5.7; 1.183e+00;3;  7.0; 3.753e+00;3;  6.4
G030.5889-00.0426;281.8287;-02.1045;-9.450e+00;0;     ; 1.293e+00;4;  4.1; 1.447e+00;3;  6.4; 3.635e+00;4;  6.2; 7.961e+00;4;  6.1
G023.2414-00.2355;278.6187;-08.7244;-9.450e+00;0;     ; 2.136e-01;4;  5.1; 1.774e+00;4;  5.8; 3.660e+00;4;  6.2; 1.109e+01;4;  6.0
G338.3279+00.1770;249.9780;-46.3922;-4.542e+00;0;     ; 1.093e+00;4;  4.1; 1.544e+00;4;  5.1; 8.720e-01;4;  6.3; 3.457e+00;4;  6.0
G010.4718+00.0256;272.1606;-19.8651;-1.021e+01;0;     ; 1.004e+00;4;  4.2; 1.778e+00;4;  5.8; 3.093e+00;4;  6.2; 1.695e+01;4;  6.0
G014.6121+00.1118;274.1716;-16.1915;-1.118e+01;0;     ; 1.849e-01;3;  5.8; 1.720e+00;3;  6.2; 3.561e+00;4;  6.2; 1.082e+01;4;  6.1
G311.5931-00.4931;211.6294;-62.0958;-9.316e+00;0;     ; 1.222e+00;4;  4.1; 1.249e+00;2;  6.8; 7.166e-01;2;  8.4; 3.203e+00;3;  6.4
G284.3444-00.3170;156.1359;-57.7874;-9.316e+00;0;     ; 1.292e+00;4;  4.1; 2.582e+00;4;  5.5; 1.512e+00;4;  6.7; 5.188e+00;4;  6.2
G289.0823-00.4107;164.1108;-60.1534;-8.625e+00;0;     ; 2.386e+00;4;  4.1; 3.628e+00;4;  5.2; 3.347e+00;4;  6.2; 2.010e+01;4;  6.0
G029.9008+00.2034;281.2952;-02.6044;-1.021e+01;0;     ; 2.168e+00;4;  4.1; 3.198e+00;4;  5.3; 2.787e+00;4;  6.3; 2.713e+00;3;  6.6
G349.7049+00.0436;259.6145;-37.5314; 1.764e+01;1; 47.1; 9.463e-01;4;  4.2; 1.144e+00;2;  7.2; 1.790e+00;4;  6.5; 2.273e+00;2;  6.9
G002.2174-00.2336;267.9276;-27.1567;-8.647e+00;0;     ; 1.519e+00;4;  4.1; 1.903e+00;4;  5.6; 1.686e+00;4;  6.5; 1.730e+00;2;  7.1
G311.1359-00.2372;210.5410;-61.9773;-9.244e+00;0;     ; 1.113e+00;4;  4.2; 2.002e+00;4;  5.6; 2.872e+00;4;  6.2; 1.263e+01;4;  6.0
G009.5975+00.1658;271.5768;-20.5607;-1.021e+01;0;     ; 1.073e+00;4;  4.2; 1.431e+00;2;  6.7; 1.316e+00;3;  7.0; 5.425e+00;4;  6.2
G033.4174+00.0361;283.0488;+00.4487; 1.533e+01;1; 49.1; 1.020e+00;4;  4.1; 9.389e-01;4;  5.3; 4.392e-01;4;  6.7; 7.744e-01;2;  6.6
G000.2319+00.0965;266.4489;-28.6879;-2.072e+00;0;     ; 1.305e+00;4;  4.1; 2.179e+00;4;  5.0; 2.026e+00;4;  6.1; 1.656e+00;4;  6.1
G313.2905-00.3208;214.9257;-61.4047;-9.316e+00;0;     ; 9.856e-01;4;  4.1; 1.492e+00;3;  6.3; 7.377e-01;4;  6.4; 2.997e+00;4;  6.1
G359.1611-00.0548;265.9559;-29.6800;-9.244e+00;0;     ; 1.983e+00;4;  4.1; 2.562e+00;4;  5.4; 3.473e+00;4;  6.2; 2.911e+00;3;  6.4
G351.6384-00.3024;261.3429;-36.1369;-9.316e+00;0;     ; 1.034e+00;4;  4.2; 1.635e+00;3;  6.1; 2.023e+00;4;  6.4; 2.371e+00;2;  6.8
G314.3397-00.1123;216.8124;-60.8442;-9.985e+00;0;     ; 2.785e+00;4;  4.1; 3.451e+00;4;  5.0; 3.483e+00;4;  6.1; 3.277e+00;4;  6.1
G006.7825+00.1035;270.1430;-23.0419;-9.985e+00;0;     ; 1.166e+00;4;  4.1; 1.417e+00;4;  5.1; 1.416e+00;4;  6.1; 1.332e+00;4;  6.3
G313.5126-00.1874;215.2677;-61.2044;-9.244e+00;0;     ; 1.178e+00;4;  4.1; 1.586e+00;4;  5.1; 1.231e+00;4;  6.2; 7.662e-01;2;  6.9
G348.9412-00.1081;259.2129;-38.2427;-9.985e+00;0;     ; 9.821e-01;4;  4.2; 1.762e+00;3;  6.1; 2.556e+00;4;  6.3; 2.708e+00;2;  6.6
G357.9201+00.2996;264.8499;-30.5463;-9.244e+00;0;     ; 1.612e+00;4;  4.1; 2.754e+00;4;  5.4; 3.774e+00;4;  6.2; 3.147e+00;3;  6.4
G000.4414-00.1501;266.8132;-28.6370;-4.393e+00;0;     ; 1.323e+00;4;  4.1; 1.801e+00;4;  5.0; 1.276e+00;4;  6.1; 1.110e+00;3;  6.4
G359.5974-00.0003;266.1649;-29.2797;-4.258e+00;0;     ; 1.549e+00;4;  4.1; 1.920e+00;4;  5.0; 2.286e+00;4;  6.1; 1.886e+00;4;  6.1
G012.5594-00.2222;273.4542;-18.1551;-9.450e+00;0;     ; 1.313e+00;4;  4.1; 1.870e+00;4;  5.7; 3.138e+00;4;  6.2; 2.306e+00;2;  6.7
G342.3877+00.0742;253.7927;-43.3601;-1.094e+01;0;     ; 1.144e+00;4;  4.2; 2.097e+00;4;  5.8; 3.531e+00;4;  6.2; 1.002e+01;4;  6.1
G315.9942+00.2413;219.6334;-59.8863;-9.985e+00;0;     ; 1.192e+00;4;  4.1; 1.833e+00;4;  5.1; 2.001e+00;4;  6.1; 1.167e+00;3;  6.4
G001.7587-00.1529;267.5854;-27.5095;-8.647e+00;0;     ; 1.452e+00;4;  4.1; 2.317e+00;4;  5.5; 2.377e+00;4;  6.3; 2.099e+00;2;  6.8
G340.9774-00.2412;252.8919;-44.6520; 1.656e+01;1; 26.7; 1.423e+00;4;  4.1; 1.917e+00;4;  5.7; 2.661e+00;4;  6.3; 1.939e+00;2;  7.0
G020.7389+00.3096;276.9534;-10.6905;-4.565e+00;0;     ; 2.260e+00;4;  4.1; 2.849e+00;4;  5.0; 2.215e+00;4;  6.1; 2.571e+00;4;  6.1
G336.6503-00.2197;248.7580;-47.9032;-9.244e+00;0;     ; 1.386e+00;4;  4.1; 2.281e+00;4;  5.5; 2.559e+00;4;  6.3; 2.701e+00;3;  6.5
G003.9504+00.2615;268.4354;-25.4128;-9.244e+00;0;     ; 1.028e+00;4;  4.2; 1.680e+00;4;  5.9; 2.116e+00;4;  6.3; 2.453e+00;3;  6.6
G041.2073-00.0227;286.6743;+07.3492;-9.450e+00;0;     ; 9.427e-01;4;  4.2; 1.913e+00;4;  5.7; 2.238e+00;4;  6.3; 1.940e+00;2;  7.0
G321.1248-00.2652;228.9016;-57.9517;-9.244e+00;0;     ; 1.294e+00;4;  4.1; 1.787e+00;4;  5.8; 1.286e+00;3;  6.8; 7.485e+00;4;  6.1
G040.1579+00.1698;286.0165;+06.5054;-1.118e+01;0;     ; 1.056e+00;4;  4.2; 1.522e+00;3;  6.3; 1.185e+00;3;  7.0; 2.366e+00;2;  6.8
G014.7441+00.0739;274.2716;-16.0935;-1.118e+01;0;     ; 1.800e+00;4;  4.1; 2.952e+00;4;  5.4; 2.798e+00;4;  6.3; 2.043e+00;2;  7.2
G018.4608-00.0034;276.1510;-12.8516;-9.450e+00;0;     ; 8.635e-01;4;  4.2; 2.759e+00;4;  5.3; 4.836e+00;4;  6.1; 1.866e+01;4;  6.0
G028.5085-00.2497;281.0621;-04.0500;-4.420e+00;0;     ; 1.114e+00;4;  4.1; 1.419e+00;4;  5.1; 1.156e+00;4;  6.2; 7.356e-01;2;  6.8
G338.9063-00.0693;250.7980;-46.1206;-9.985e+00;0;     ; 1.095e+00;4;  4.2; 1.424e+00;3;  6.5; 1.552e+00;4;  6.7; 1.984e+00;2;  7.1
G012.6900+00.2879;273.0493;-17.7958;-1.021e+01;0;     ; 1.248e+00;4;  4.1; 2.186e+00;4;  5.6; 2.739e+00;4;  6.3; 3.696e+00;3;  6.4
G288.9865+00.2533;164.5006;-59.5117;-9.985e+00;0;     ; 1.027e+00;4;  4.2; 1.307e+00;3;  6.6; 1.712e+00;4;  6.5; 1.340e+01;4;  6.0
G359.6988+00.0084;266.2171;-29.1887;-2.242e+00;0;     ; 1.133e+00;4;  4.1; 2.700e+00;4;  5.0; 6.679e+00;4;  6.1; 2.107e+01;4;  6.0
G001.2413+00.2867;266.8592;-27.7265;-9.244e+00;0;     ; 1.794e+00;4;  4.1; 2.486e+00;4;  5.4; 2.565e+00;4;  6.3; 2.199e+00;2;  6.8
G000.4360-00.2265;266.8845;-28.6812;-4.258e+00;0;     ; 8.870e-01;4;  4.1; 1.181e+00;4;  5.2; 8.922e-01;4;  6.3; 7.641e-01;2;  6.7
G035.5942-00.0267;284.0981;+02.3571;-9.450e+00;0;     ; 1.775e-01;4;  5.5; 2.753e+00;4;  5.3; 7.015e+00;4;  6.1; 1.585e+01;4;  6.0
G359.6217-00.3199;266.4924;-29.4257;-3.260e+00;0;     ; 1.515e+00;4;  4.1; 2.632e+00;4;  5.0; 1.962e+00;4;  6.1; 1.633e+00;4;  6.1
G021.3030-00.3903;277.8504;-10.5153;-4.098e+00;0;     ; 9.128e-01;4;  4.1; 1.059e+00;4;  5.3; 8.747e-01;4;  6.3; 6.863e-01;2;  6.8
